Order ID,Subcategory,Region,Sales
CA-2016-143749,Bookcases,East,81.94
CA-2016-110772,Bookcases,East,86.97
US-2017-169551,Bookcases,East,87.21
CA-2016-113425,Bookcases,East,113.568
CA-2017-161340,Bookcases,East,115.96
CA-2016-152688,Bookcases,East,120.98
CA-2017-159793,Bookcases,East,130.98
CA-2016-165848,Bookcases,East,136.784
CA-2016-159912,Bookcases,East,163.88
CA-2015-130974,Bookcases,East,170.98
US-2016-114174,Bookcases,East,173.94
CA-2016-160304,Bookcases,East,173.94
US-2016-112977,Bookcases,East,176.784
CA-2016-107783,Bookcases,East,177.45
CA-2017-111556,Bookcases,East,183.968
CA-2015-100454,Bookcases,East,186.048
CA-2017-161480,Bookcases,East,191.984
CA-2017-119578,Bookcases,East,220.98
CA-2017-115105,Bookcases,East,240.784
CA-2017-131233,Bookcases,East,242.352
US-2017-121251,Bookcases,East,257.568
CA-2014-119151,Bookcases,East,275.952
CA-2015-156482,Bookcases,East,283.92
CA-2017-135377,Bookcases,East,287.976
CA-2015-115798,Bookcases,East,299.97
CA-2016-127236,Bookcases,East,299.975
CA-2016-130911,Bookcases,East,301.47
US-2015-164238,Bookcases,East,301.47
CA-2015-146087,Bookcases,East,301.96
US-2014-127978,Bookcases,East,302.45
CA-2017-141873,Bookcases,East,314.352
CA-2017-168641,Bookcases,East,321.568
CA-2017-143259,Bookcases,East,323.136
CA-2014-133592,Bookcases,East,341.96
US-2016-147711,Bookcases,East,344.94
CA-2014-114181,Bookcases,East,349.965
CA-2015-167010,Bookcases,East,352.45
CA-2016-119865,Bookcases,East,353.568
CA-2014-151946,Bookcases,East,353.568
US-2015-147242,Bookcases,East,361.96
CA-2014-166744,Bookcases,East,362.94
CA-2016-138520,Bookcases,East,388.704
CA-2017-116127,Bookcases,East,400.784
CA-2017-104885,Bookcases,East,441.96
CA-2015-113152,Bookcases,East,449.568
CA-2015-146262,Bookcases,East,452.45
CA-2015-162950,Bookcases,East,482.94
CA-2014-155796,Bookcases,East,521.96
CA-2016-106243,Bookcases,East,523.92
CA-2016-137050,Bookcases,East,579.136
CA-2015-102281,Bookcases,East,626.352
CA-2017-143574,Bookcases,East,638.82
CA-2015-137925,Bookcases,East,681.408
CA-2016-102981,Bookcases,East,722.352
CA-2017-121888,Bookcases,East,782.94
CA-2014-125997,Bookcases,East,801.568
CA-2014-112158,Bookcases,East,883.92
CA-2015-102281,Bookcases,East,899.136
US-2014-123183,Bookcases,East,1025.88
CA-2016-155516,Bookcases,East,1043.92
CA-2014-150245,Bookcases,East,1573.488
US-2015-126977,Bookcases,East,2003.92
CA-2017-150091,Bookcases,East,2154.9
US-2015-150630,Bookcases,East,3083.43
CA-2014-128209,Bookcases,East,4007.84
US-2015-126977,Bookcases,East,4228.704
CA-2015-117086,Bookcases,East,4404.9
CA-2015-115847,Bookcases,South,61.96
CA-2017-126914,Bookcases,South,77.728
CA-2015-103870,Bookcases,South,131.104
CA-2017-161200,Bookcases,South,145.74
CA-2014-156790,Bookcases,South,155.456
US-2017-126060,Bookcases,South,198.272
US-2015-149629,Bookcases,South,231.92
US-2017-134642,Bookcases,South,231.92
US-2016-108504,Bookcases,South,239.98
CA-2017-140872,Bookcases,South,241.568
CA-2017-125472,Bookcases,South,241.96
CA-2016-152156,Bookcases,South,261.96
CA-2016-113845,Bookcases,South,289.568
CA-2015-163965,Bookcases,South,290.352
CA-2017-159464,Bookcases,South,302.94
CA-2017-104731,Bookcases,South,302.94
CA-2017-110198,Bookcases,South,314.352
CA-2016-123533,Bookcases,South,339.92
US-2016-106600,Bookcases,South,354.9
CA-2017-122994,Bookcases,South,359.97
US-2017-132031,Bookcases,South,387.136
US-2016-135923,Bookcases,South,451.136
CA-2016-163776,Bookcases,South,504.9
CA-2015-137974,Bookcases,South,523.26
US-2014-156559,Bookcases,South,638.82
CA-2017-124765,Bookcases,South,723.92
CA-2016-162355,Bookcases,South,1266.86
CA-2017-138975,Bookcases,South,1628.82
US-2016-166660,Bookcases,West,48.58
CA-2015-133445,Bookcases,West,66.294
CA-2015-104346,Bookcases,West,69.576
CA-2016-106383,Bookcases,West,72.294
CA-2017-143378,Bookcases,West,72.588
CA-2017-131954,Bookcases,West,84.98
CA-2017-105991,Bookcases,West,89.991
CA-2016-157707,Bookcases,West,90.882
CA-2017-116946,Bookcases,West,102.018
CA-2017-108070,Bookcases,West,102.833
US-2017-115301,Bookcases,West,115.96
CA-2017-140585,Bookcases,West,119.833
CA-2014-113271,Bookcases,West,119.833
CA-2015-126137,Bookcases,West,120.666
CA-2016-163972,Bookcases,West,120.666
CA-2015-143364,Bookcases,West,127.764
CA-2015-114237,Bookcases,West,141.96
CA-2015-115511,Bookcases,West,141.96
CA-2017-166926,Bookcases,West,141.96
US-2015-165743,Bookcases,West,145.764
CA-2017-141201,Bookcases,West,148.257
CA-2016-166772,Bookcases,West,163.88
CA-2017-134565,Bookcases,West,174.42
US-2017-132059,Bookcases,West,180.588
CA-2014-146591,Bookcases,West,181.47
CA-2015-138534,Bookcases,West,195.466
CA-2017-142622,Bookcases,West,199.98
CA-2017-124086,Bookcases,West,203.983
CA-2014-131247,Bookcases,West,205.666
CA-2016-149762,Bookcases,West,205.666
US-2017-139647,Bookcases,West,209.979
CA-2017-141117,Bookcases,West,217.764
CA-2014-144666,Bookcases,West,222.666
US-2017-153255,Bookcases,West,239.666
CA-2016-123512,Bookcases,West,239.666
US-2017-112347,Bookcases,West,242.352
CA-2014-168494,Bookcases,West,254.9745
CA-2016-108735,Bookcases,West,257.499
CA-2016-123337,Bookcases,West,273.666
CA-2014-156349,Bookcases,West,290.666
CA-2014-115161,Bookcases,West,290.666
CA-2015-130785,Bookcases,West,293.199
CA-2014-119144,Bookcases,West,305.9745
CA-2017-104003,Bookcases,West,307.666
CA-2015-121188,Bookcases,West,307.666
CA-2014-154599,Bookcases,West,308.499
CA-2014-157147,Bookcases,West,333.999
CA-2017-159226,Bookcases,West,344.981
US-2017-133312,Bookcases,West,359.499
US-2015-145422,Bookcases,West,359.499
CA-2015-130785,Bookcases,West,411.332
CA-2014-105249,Bookcases,West,411.332
US-2016-146794,Bookcases,West,424.9575
CA-2015-164882,Bookcases,West,425.833
US-2014-134733,Bookcases,West,435.999
CA-2017-109393,Bookcases,West,435.999
CA-2016-148747,Bookcases,West,477.666
CA-2017-149881,Bookcases,West,482.664
CA-2015-100146,Bookcases,West,509.9575
CA-2015-168207,Bookcases,West,512.499
CA-2017-140963,Bookcases,West,514.165
CA-2017-130764,Bookcases,West,556.665
CA-2016-117681,Bookcases,West,556.665
CA-2015-130456,Bookcases,West,586.398
US-2015-103471,Bookcases,West,590.058
US-2016-108497,Bookcases,West,599.165
CA-2014-101931,Bookcases,West,616.998
CA-2015-104948,Bookcases,West,683.332
CA-2015-148635,Bookcases,West,704.9
CA-2017-112753,Bookcases,West,917.9235
CA-2017-142342,Bookcases,West,1194.165
CA-2014-111871,Bookcases,West,1198.33
CA-2016-147137,Bookcases,West,1279.165
CA-2017-112515,Bookcases,West,1292.94
CA-2017-117457,Bookcases,West,1336.829
CA-2014-111192,Bookcases,West,1367.84
CA-2015-147788,Bookcases,West,1406.86
US-2017-109316,Bookcases,West,1497.666
CA-2015-111514,Bookcases,West,1552.831
CA-2016-107104,Bookcases,West,3406.664
CA-2017-141733,Chairs,Central,26.64
CA-2016-122063,Chairs,Central,29.98
US-2014-139500,Chairs,Central,37.296
CA-2015-122623,Chairs,Central,47.516
CA-2016-124506,Chairs,Central,47.992
CA-2016-133697,Chairs,Central,56.686
US-2015-163433,Chairs,Central,56.686
CA-2014-168368,Chairs,Central,60.89
CA-2016-168956,Chairs,Central,62.958
CA-2017-133102,Chairs,Central,74.592
CA-2016-101693,Chairs,Central,85.246
CA-2016-130393,Chairs,Central,85.246
CA-2017-157966,Chairs,Central,89.768
CA-2015-115742,Chairs,Central,89.99
CA-2017-155880,Chairs,Central,90.99
CA-2016-130946,Chairs,Central,95.984
CA-2015-143147,Chairs,Central,104.93
CA-2015-143147,Chairs,Central,105.686
US-2017-118556,Chairs,Central,106.869
US-2015-125374,Chairs,Central,107.772
CA-2014-127166,Chairs,Central,107.772
CA-2017-163860,Chairs,Central,113.372
CA-2014-162089,Chairs,Central,127.302
CA-2017-160122,Chairs,Central,127.386
CA-2014-110219,Chairs,Central,127.869
CA-2015-130365,Chairs,Central,128.058
US-2015-138121,Chairs,Central,142.36
US-2014-143721,Chairs,Central,155.372
US-2015-164966,Chairs,Central,155.88
CA-2014-117765,Chairs,Central,161.96
CA-2015-136728,Chairs,Central,170.072
CA-2015-139374,Chairs,Central,179.886
CA-2017-111815,Chairs,Central,180.98
US-2017-150595,Chairs,Central,181.986
CA-2017-122035,Chairs,Central,182.94
CA-2017-131254,Chairs,Central,191.058
CA-2016-150483,Chairs,Central,191.079
CA-2015-121650,Chairs,Central,191.96
CA-2015-118955,Chairs,Central,197.372
CA-2015-141250,Chairs,Central,199.304
US-2016-124163,Chairs,Central,201.96
CA-2017-144491,Chairs,Central,211.246
CA-2015-117415,Chairs,Central,212.058
US-2015-164175,Chairs,Central,213.115
US-2017-124779,Chairs,Central,213.43
US-2017-139969,Chairs,Central,233.058
CA-2017-111717,Chairs,Central,239.358
CA-2016-163048,Chairs,Central,241.5
CA-2016-115756,Chairs,Central,242.94
CA-2016-130393,Chairs,Central,248.43
CA-2016-159940,Chairs,Central,253.372
CA-2017-163125,Chairs,Central,254.058
CA-2017-152702,Chairs,Central,254.604
CA-2016-119963,Chairs,Central,255.108
CA-2014-153976,Chairs,Central,258.279
CA-2017-162481,Chairs,Central,269.97
CA-2015-119550,Chairs,Central,275.058
CA-2015-138009,Chairs,Central,301.96
CA-2016-115378,Chairs,Central,301.96
US-2017-130953,Chairs,Central,302.67
CA-2017-138289,Chairs,Central,302.67
US-2015-138121,Chairs,Central,302.94
US-2017-137491,Chairs,Central,305.312
CA-2017-151750,Chairs,Central,310.744
CA-2017-113355,Chairs,Central,317.058
CA-2014-100678,Chairs,Central,317.058
CA-2017-100615,Chairs,Central,317.058
US-2016-127971,Chairs,Central,318.43
CA-2017-105669,Chairs,Central,318.43
CA-2014-113859,Chairs,Central,340.116
CA-2016-125087,Chairs,Central,344.372
US-2016-148110,Chairs,Central,347.802
CA-2014-144029,Chairs,Central,359.772
CA-2014-131009,Chairs,Central,362.25
CA-2015-104871,Chairs,Central,366.744
CA-2016-109400,Chairs,Central,366.744
CA-2017-155880,Chairs,Central,368.97
CA-2016-140130,Chairs,Central,368.97
CA-2016-120824,Chairs,Central,379.372
CA-2015-157322,Chairs,Central,382.116
CA-2015-126557,Chairs,Central,383.607
CA-2016-119186,Chairs,Central,388.43
CA-2016-156748,Chairs,Central,389.97
CA-2015-124499,Chairs,Central,389.97
CA-2014-161032,Chairs,Central,392.94
US-2016-115441,Chairs,Central,403.56
US-2015-114839,Chairs,Central,408.422
CA-2015-157322,Chairs,Central,408.422
CA-2014-166716,Chairs,Central,421.372
CA-2016-143406,Chairs,Central,454.965
CA-2017-102337,Chairs,Central,470.302
CA-2017-141733,Chairs,Central,476.8
CA-2014-145926,Chairs,Central,479.9
CA-2017-105823,Chairs,Central,487.96
CA-2017-145653,Chairs,Central,498.26
CA-2014-161508,Chairs,Central,512.358
CA-2017-162565,Chairs,Central,520.464
CA-2017-148411,Chairs,Central,520.464
US-2017-106551,Chairs,Central,526.344
US-2016-133879,Chairs,Central,528.43
CA-2016-102813,Chairs,Central,528.43
CA-2016-149272,Chairs,Central,528.43
CA-2016-153577,Chairs,Central,539.658
US-2015-138121,Chairs,Central,546.66
CA-2016-116799,Chairs,Central,563.43
CA-2014-121006,Chairs,Central,563.94
CA-2016-138597,Chairs,Central,563.94
CA-2017-163006,Chairs,Central,569.058
US-2014-152030,Chairs,Central,600.558
CA-2017-163265,Chairs,Central,600.558
CA-2017-144491,Chairs,Central,600.558
US-2015-165512,Chairs,Central,602.651
CA-2017-142034,Chairs,Central,603.92
CA-2014-113880,Chairs,Central,634.116
CA-2014-136644,Chairs,Central,647.84
CA-2014-129189,Chairs,Central,657.93
US-2014-161613,Chairs,Central,674.058
CA-2016-160108,Chairs,Central,680.01
CA-2014-159310,Chairs,Central,683.144
US-2016-156097,Chairs,Central,701.372
US-2016-157945,Chairs,Central,747.558
CA-2016-156300,Chairs,Central,754.45
CA-2014-101602,Chairs,Central,763.28
US-2014-141215,Chairs,Central,797.944
US-2014-140914,Chairs,Central,797.944
CA-2017-141439,Chairs,Central,828.6
CA-2016-152555,Chairs,Central,844.116
US-2016-162852,Chairs,Central,845.488
CA-2017-150266,Chairs,Central,853.93
CA-2015-105627,Chairs,Central,860.93
CA-2017-139199,Chairs,Central,872.94
CA-2017-161774,Chairs,Central,899.43
CA-2014-146283,Chairs,Central,966.7
CA-2014-143903,Chairs,Central,981.372
CA-2016-152289,Chairs,Central,1024.716
CA-2015-110016,Chairs,Central,1106.91
CA-2014-152100,Chairs,Central,1212.96
CA-2015-110863,Chairs,Central,1323.9
CA-2015-153381,Chairs,Central,1408.1
US-2016-143448,Chairs,Central,1424.9
CA-2016-123540,Chairs,Central,1454.9
CA-2017-141733,Chairs,Central,1458.65
CA-2015-115567,Chairs,Central,1516.2
CA-2017-155880,Chairs,Central,1526.56
CA-2017-120376,Chairs,Central,1586.69
CA-2014-139892,Chairs,Central,1740.06
CA-2017-119452,Chairs,Central,1805.88
CA-2017-121559,Chairs,Central,1925.88
CA-2016-114489,Chairs,Central,1951.84
CA-2014-131926,Chairs,Central,2001.86
CA-2015-139731,Chairs,Central,2453.43
CA-2015-120677,Chairs,Central,2567.84
CA-2014-120474,Chairs,Central,2807.84
CA-2016-122903,Chairs,Central,3504.9
CA-2017-149181,Chairs,East,47.992
CA-2015-104626,Chairs,East,60.74
US-2017-160759,Chairs,East,63.686
CA-2017-121300,Chairs,East,63.686
CA-2014-150301,Chairs,East,63.882
CA-2014-166989,Chairs,East,69.264
CA-2015-131884,Chairs,East,70.686
CA-2016-158778,Chairs,East,71.246
US-2017-156909,Chairs,East,71.372
CA-2017-100111,Chairs,East,80.991
CA-2016-162383,Chairs,East,85.246
CA-2017-161067,Chairs,East,90.801
CA-2015-127327,Chairs,East,90.882
CA-2016-157511,Chairs,East,99.372
CA-2015-125185,Chairs,East,99.372
CA-2015-151869,Chairs,East,102.582
CA-2015-100657,Chairs,East,109.764
CA-2015-122406,Chairs,East,110.98
CA-2017-156237,Chairs,East,113.372
CA-2015-165799,Chairs,East,117.882
CA-2016-154767,Chairs,East,121.96
CA-2017-154109,Chairs,East,127.372
CA-2016-140018,Chairs,East,127.554
US-2015-160857,Chairs,East,127.764
CA-2015-142734,Chairs,East,127.764
CA-2017-156895,Chairs,East,128.058
CA-2017-102925,Chairs,East,128.124
CA-2014-164973,Chairs,East,135.882
US-2017-118087,Chairs,East,141.372
CA-2016-143910,Chairs,East,145.764
US-2017-168613,Chairs,East,145.764
CA-2015-146948,Chairs,East,150.98
US-2016-134488,Chairs,East,155.372
CA-2017-120061,Chairs,East,155.372
US-2017-108343,Chairs,East,163.764
CA-2015-110814,Chairs,East,164.646
CA-2014-154963,Chairs,East,170.058
CA-2016-105746,Chairs,East,170.786
US-2014-138758,Chairs,East,172.186
CA-2016-113621,Chairs,East,172.5
CA-2017-136350,Chairs,East,172.764
CA-2014-146815,Chairs,East,172.764
CA-2017-161067,Chairs,East,181.764
CA-2015-168746,Chairs,East,181.986
CA-2017-118003,Chairs,East,182.22
US-2014-122021,Chairs,East,183.372
CA-2017-139773,Chairs,East,188.552
CA-2017-123638,Chairs,East,191.646
CA-2014-163412,Chairs,East,192.186
US-2017-165358,Chairs,East,198.744
US-2015-126977,Chairs,East,199.764
CA-2015-141740,Chairs,East,205.164
CA-2017-157252,Chairs,East,207.846
CA-2017-166184,Chairs,East,207.846
CA-2016-155166,Chairs,East,212.94
US-2017-167570,Chairs,East,215.544
CA-2017-143112,Chairs,East,221.382
CA-2016-134138,Chairs,East,227.96
CA-2014-154095,Chairs,East,239.84
CA-2017-117667,Chairs,East,239.96
CA-2016-145548,Chairs,East,245.646
CA-2014-164742,Chairs,East,245.98
CA-2016-162943,Chairs,East,253.764
US-2017-133361,Chairs,East,261.96
CA-2017-169978,Chairs,East,271.764
CA-2015-150791,Chairs,East,271.764
CA-2017-122308,Chairs,East,271.764
CA-2017-100111,Chairs,East,272.646
CA-2017-113460,Chairs,East,272.97
US-2014-150119,Chairs,East,281.372
US-2014-150119,Chairs,East,281.372
CA-2015-109862,Chairs,East,291.1
CA-2017-118003,Chairs,East,302.94
CA-2015-111339,Chairs,East,317.058
CA-2016-111682,Chairs,East,319.41
CA-2016-105781,Chairs,East,326.646
CA-2015-126739,Chairs,East,327.564
CA-2016-124100,Chairs,East,327.996
CA-2015-142237,Chairs,East,341.488
CA-2015-110891,Chairs,East,344.372
CA-2016-127243,Chairs,East,347.802
CA-2016-153269,Chairs,East,354.9
CA-2015-161718,Chairs,East,361.764
CA-2015-161718,Chairs,East,364.41
CA-2014-148586,Chairs,East,366.786
CA-2016-121370,Chairs,East,380.058
CA-2015-109512,Chairs,East,383.607
CA-2015-130659,Chairs,East,384.174
US-2016-114013,Chairs,East,386.68
US-2015-101511,Chairs,East,396.802
CA-2017-122539,Chairs,East,398.972
CA-2016-136329,Chairs,East,408.006
CA-2016-118759,Chairs,East,408.006
US-2016-152051,Chairs,East,422.058
CA-2015-157287,Chairs,East,422.625
CA-2016-116596,Chairs,East,427.644
CA-2016-139556,Chairs,East,434.646
CA-2016-128818,Chairs,East,442.764
CA-2014-129938,Chairs,East,445.802
CA-2016-124590,Chairs,East,449.372
CA-2016-162187,Chairs,East,458.43
CA-2017-137785,Chairs,East,458.43
US-2017-111423,Chairs,East,462.564
CA-2016-134180,Chairs,East,470.155
CA-2017-144904,Chairs,East,488.646
CA-2016-119165,Chairs,East,492.835
CA-2017-124205,Chairs,East,512.96
US-2016-150861,Chairs,East,542.646
CA-2015-117800,Chairs,East,542.94
US-2015-138093,Chairs,East,542.94
CA-2016-122581,Chairs,East,573.174
CA-2015-114811,Chairs,East,577.764
CA-2014-156160,Chairs,East,579.528
CA-2014-166891,Chairs,East,589.41
CA-2017-152975,Chairs,East,589.41
CA-2015-154823,Chairs,East,598.458
CA-2016-144939,Chairs,East,599.292
CA-2014-133592,Chairs,East,605.88
CA-2014-105984,Chairs,East,611.058
CA-2016-120355,Chairs,East,631.782
CA-2014-125997,Chairs,East,631.782
CA-2014-159835,Chairs,East,657.93
CA-2016-120530,Chairs,East,658.746
CA-2017-164378,Chairs,East,664.146
CA-2015-162887,Chairs,East,715.2
CA-2016-157336,Chairs,East,751.92
CA-2017-128944,Chairs,East,760.116
CA-2014-163447,Chairs,East,767.214
CA-2014-126403,Chairs,East,785.88
US-2016-141544,Chairs,East,786.744
CA-2015-112130,Chairs,East,844.116
CA-2014-154963,Chairs,East,853.93
CA-2014-163552,Chairs,East,854.94
CA-2017-108441,Chairs,East,858.24
CA-2016-110975,Chairs,East,866.646
CA-2016-168354,Chairs,East,872.32
CA-2014-166086,Chairs,East,872.32
CA-2014-168130,Chairs,East,887.103
CA-2016-158778,Chairs,East,887.271
CA-2017-153045,Chairs,East,887.271
CA-2017-143245,Chairs,East,897.15
CA-2017-109085,Chairs,East,899.43
CA-2017-128853,Chairs,East,908.82
CA-2014-150798,Chairs,East,909.72
CA-2017-166436,Chairs,East,977.292
US-2017-165456,Chairs,East,1079.316
US-2014-117968,Chairs,East,1133.35
CA-2017-115602,Chairs,East,1141.938
CA-2014-140858,Chairs,East,1228.465
CA-2017-111689,Chairs,East,1242.9
CA-2015-124450,Chairs,East,1267.53
CA-2015-156482,Chairs,East,1268.82
CA-2017-157987,Chairs,East,1282.41
CA-2016-111213,Chairs,East,1317.492
CA-2015-162047,Chairs,East,1448.82
CA-2016-124590,Chairs,East,1474.802
CA-2015-166947,Chairs,East,1522.638
CA-2016-124590,Chairs,East,1537.074
CA-2014-145387,Chairs,East,1604.9
CA-2014-151330,Chairs,East,1628.82
US-2017-118941,Chairs,East,1779.9
CA-2015-114069,Chairs,East,1931.04
CA-2017-100111,Chairs,East,2254.41
CA-2016-169670,Chairs,East,2563.056
CA-2015-160227,Chairs,East,2621.322
CA-2017-100111,Chairs,East,2888.127
CA-2014-116246,Chairs,East,3785.292
CA-2017-118892,Chairs,East,4416.174
CA-2017-155292,Chairs,South,33.94
CA-2014-142727,Chairs,South,51.96
CA-2017-168389,Chairs,South,64.784
CA-2014-154158,Chairs,South,64.784
CA-2014-116190,Chairs,South,67.88
CA-2015-128139,Chairs,South,70.98
US-2017-117450,Chairs,South,97.184
US-2015-131842,Chairs,South,97.424
CA-2016-134516,Chairs,South,98.392
CA-2016-156503,Chairs,South,102.592
CA-2016-162159,Chairs,South,121.78
CA-2016-157763,Chairs,South,140.81
CA-2017-100412,Chairs,South,141.96
CA-2015-113628,Chairs,South,146.136
US-2014-114377,Chairs,South,149.9
US-2015-145436,Chairs,South,161.568
US-2014-109162,Chairs,South,170.352
CA-2016-163167,Chairs,South,182.67
CA-2014-116568,Chairs,South,186.304
CA-2016-154060,Chairs,South,187.056
CA-2015-107678,Chairs,South,191.96
CA-2017-107209,Chairs,South,194.848
US-2017-134642,Chairs,South,196.784
CA-2015-131422,Chairs,South,207
CA-2017-134810,Chairs,South,207
US-2016-153815,Chairs,South,207.984
CA-2017-103499,Chairs,South,209.568
CA-2017-134495,Chairs,South,218.352
US-2014-155544,Chairs,South,218.376
CA-2016-154690,Chairs,South,225.296
CA-2017-124296,Chairs,South,232.88
US-2017-152492,Chairs,South,239.24
US-2017-152842,Chairs,South,242.352
US-2017-158526,Chairs,South,258.75
CA-2017-148810,Chairs,South,273.552
CA-2015-134894,Chairs,South,283.92
CA-2015-114300,Chairs,South,287.94
CA-2016-120873,Chairs,South,290.98
US-2017-158526,Chairs,South,300.98
CA-2017-140088,Chairs,South,301.96
CA-2017-129462,Chairs,South,301.96
CA-2017-163510,Chairs,South,304.45
CA-2017-145702,Chairs,South,314.352
CA-2015-115938,Chairs,South,332.94
CA-2016-145905,Chairs,South,350.98
CA-2016-142895,Chairs,South,363.92
CA-2016-149979,Chairs,South,368.97
US-2015-145436,Chairs,South,389.696
CA-2016-138695,Chairs,South,390.272
CA-2017-108035,Chairs,South,390.368
CA-2015-168004,Chairs,South,392.94
CA-2017-129490,Chairs,South,419.136
CA-2017-148999,Chairs,South,419.136
CA-2017-128363,Chairs,South,423.648
CA-2014-114321,Chairs,South,500.24
CA-2017-116855,Chairs,South,504.9
CA-2015-143119,Chairs,South,517.5
CA-2015-113628,Chairs,South,523.92
CA-2014-110408,Chairs,South,545.88
CA-2014-109232,Chairs,South,545.94
CA-2014-107811,Chairs,South,561.584
CA-2014-115084,Chairs,South,605.34
CA-2016-157245,Chairs,South,641.96
CA-2015-156734,Chairs,South,643.136
CA-2014-134551,Chairs,South,662.88
CA-2017-113558,Chairs,South,683.952
CA-2017-126914,Chairs,South,698.352
CA-2017-143756,Chairs,South,701.96
US-2017-109610,Chairs,South,701.96
CA-2017-157931,Chairs,South,723.92
CA-2016-152156,Chairs,South,731.94
US-2015-134026,Chairs,South,831.936
CA-2017-155705,Chairs,South,866.4
CA-2016-118514,Chairs,South,866.4
CA-2017-143567,Chairs,South,975.92
CA-2014-153913,Chairs,South,1013.832
CA-2015-102582,Chairs,South,1056.86
CA-2016-123946,Chairs,South,1059.12
US-2014-147627,Chairs,South,1067.94
CA-2015-121720,Chairs,South,1123.92
CA-2014-130428,Chairs,South,1125.488
US-2014-125521,Chairs,South,1139.92
CA-2015-153549,Chairs,South,1166.92
US-2017-158526,Chairs,South,1207.84
CA-2015-158421,Chairs,South,1690.04
CA-2014-120768,Chairs,South,1819.86
CA-2014-167199,Chairs,South,2573.82
CA-2017-102204,Chairs,South,2803.92
US-2015-139759,Chairs,West,40.784
CA-2016-137204,Chairs,West,41.568
US-2017-110604,Chairs,West,42.624
CA-2016-109827,Chairs,West,47.968
CA-2014-156587,Chairs,West,48.712
CA-2015-154970,Chairs,West,61.584
CA-2015-137302,Chairs,West,63.936
CA-2017-123491,Chairs,West,71.992
CA-2017-140186,Chairs,West,72.784
US-2016-125969,Chairs,West,81.424
CA-2016-146325,Chairs,West,81.424
CA-2017-137428,Chairs,West,81.568
CA-2016-151148,Chairs,West,83.136
CA-2017-137428,Chairs,West,97.184
CA-2017-142622,Chairs,West,97.568
CA-2015-100146,Chairs,West,97.568
CA-2016-163328,Chairs,West,104.784
CA-2017-129378,Chairs,West,108.608
CA-2014-105270,Chairs,West,112.648
CA-2017-117457,Chairs,West,113.568
CA-2017-134915,Chairs,West,113.888
CA-2016-159730,Chairs,West,113.888
CA-2016-144092,Chairs,West,113.888
CA-2014-102295,Chairs,West,120.712
CA-2017-112725,Chairs,West,120.784
CA-2016-157707,Chairs,West,120.784
US-2017-101784,Chairs,West,122.136
CA-2014-157882,Chairs,West,122.352
CA-2014-140403,Chairs,West,122.352
CA-2016-122448,Chairs,West,122.352
CA-2014-131310,Chairs,West,123.136
US-2014-110674,Chairs,West,129.568
US-2015-146745,Chairs,West,129.568
CA-2015-168564,Chairs,West,144.784
US-2014-151925,Chairs,West,145.568
CA-2014-106439,Chairs,West,146.352
CA-2016-129868,Chairs,West,146.352
US-2016-167339,Chairs,West,153.568
CA-2016-141397,Chairs,West,161.568
